"MIBiG entry","Compound name","Class","Order","Enzyme","Module","Nonlinearity","Substrate","Product","Product_ID","Quality","DOI","R_group"
"BGC0000085","","",10,"lkmAIII",6,"","85-9;Methylmalonyl-CoA","C[C@H]([C@@H](O)[C@H](C)[C@H](O)[C@@H](C)C([C@H](C)C[C@H](C)[C@H](O)[C@@H](C)[C@H](O)[C@@H](C)C(O)=O)=O)CC","85-10","","",""
"BGC0000085","","",11,"lkmAIII","TE","","85-10","C[C@@H]1[C@@H](O)[C@@H](C)C[C@@H](C)C([C@H](C)[C@@H](O)[C@@H](C)[C@@H](C(C)CC)OC([C@H](C)[C@H]1O)=O)=O","85-11","","",""
"BGC0000085","","",12,"lkmK","","","85-11","C[C@@H]1[C@@H](O)[C@@H](C)C[C@@H](C)C([C@H](C)[C@@H](O)[C@@H](C)[C@@H](C(C)[C@@H](O)C)OC([C@H](C)[C@H]1O)=O)=O","85-12","","",""
"BGC0000085","","",13,"Start","","","NDP-L-arcanose","O[C@@H]1O[C@@H](C)[C@@H]([R])[C@@](OC)(C)C1","85-13","","","R=ONDP"
"BGC0000085","","",14,"lkmL","","","85-12;85-13","C[C@@H]1O[C@@H](O[C@@H]2[C@@H](C)C(O[C@H](C(C)[C@@H](O)C)[C@H](C)[C@H](O)[C@@H](C)C([C@H](C)C[C@H](C)[C@H](O)[C@H]2C)=O)=O)C[C@](OC)(C)[C@@H]1O","85-14","","",""
"BGC0000085","","",15,"lkmF","","","85-14","C[C@@H]1O[C@@H](O[C@@H]2[C@@H](C)C(O[C@H](C(C)[C@@H](O)C)[C@H](C)[C@H](O)[C@@H](C)C([C@@](C)(O)C[C@H](C)[C@H](O)[C@H]2C)=O)=O)C[C@](OC)(C)[C@@H]1O","85-15","","",""
"BGC0000085","","",16,"Start","","","NDP-D-chalcose","[R]C1[C@H](O)[C@@H](OC)C[C@@H](C)O1","85-16","","","R=ONDP"
"BGC0000085","","",17,"lkmI, lkmJ?","","","85-15;85-16","C[C@@H]1[C@@H](OC2[C@H](O)[C@@H](OC)C[C@@H](C)O2)[C@@H](C)C[C@](C)(O)C([C@H](C)[C@@H](OC(C)=O)[C@@H](C)[C@@H](C(C)[C@@H](O)C)OC([C@H](C)[C@H]1O[C@@H]3O[C@@H](C)[C@@H](OC(C)=O)[C@@](OC)(C)C3)=O)=O","85","","",""
"BGC0000086","Lasalocid","PKS (Unknown)",1,"lsd11",0,"","Malonyl-CoA","O=C(O)C","86-1","","10.1002/cbic.200800585",""
"BGC0000086","","",2,"lsd11",1,"","86-1;Ethylmalonyl-CoA","C/C=C(CC)/C(O)=O","86-2","","",""
"BGC0000086","","",3,"lsd11",2,"","86-2;Malonyl-CoA","C/C=C(CC)/CCC(O)=O","86-3","","",""
"BGC0000086","","",4,"lsd12",3,"","86-3;Ethylmalonyl-CoA","C/C=C(CC)/CC/C=C(CC)/C(O)=O","86-4","","",""
"BGC0000086","","",5,"lsd12",4,"","86-4;Methylmalonyl-CoA","C/C=C(CC)/CC/C=C(CC)/C[C@H](C)C(O)=O","86-5","","",""
"BGC0000086","","",6,"lsd12",5,"","86-5;Ethylmalonyl-CoA","C/C=C(CC)/CC/C=C(CC)/C[C@H](C)[C@H](O)[C@@H](CC)C(O)=O","86-6","","",""
"BGC0000086","","",7,"lsd13",6,"","86-6;Methylmalonyl-CoA","C/C=C(CC)/CC/C=C(CC)/C[C@H](C)[C@H](O)[C@@H](CC)C([C@@H](C)C(O)=O)=O","86-7","","",""
"BGC0000086","","",8,"lsd14",7,"","86-7;Methylmalonyl-CoA","C/C=C(CC)/CC/C=C(CC)/C[C@H](C)[C@H](O)[C@@H](CC)C([C@@H](C)[C@@H](O)[C@H](C)C(O)=O)=O","86-8","","",""
"BGC0000086","","",9,"lsd15",8,"","86-8;Malonyl-CoA","C/C=C(CC)/CC/C=C(CC)/C[C@H](C)[C@H](O)[C@@H](CC)C([C@@H](C)[C@@H](O)[C@H](C)CCC(O)=O)=O","86-9","","",""
"BGC0000086","","",10,"lsd15",9,"{'Inactive': ['KR']}","86-9;Malonyl-CoA","C/C=C(CC)/CC/C=C(CC)/C[C@H](C)[C@H](O)[C@@H](CC)C([C@@H](C)[C@@H](O)[C@H](C)CCC(CC(O)=O)=O)=O","86-10","","",""
"BGC0000086","","",11,"lsd16",10,"","86-10;Methylmalonyl-CoA","O=C(CC[C@H]([C@@H]([C@@H](C([C@@H]([C@H]([C@H](C/C(CC)=C/CC/C(CC)=C/C)C)O)CC)=O)C)O)C)C/C=C(C(O)=O)/C","86-11","","",""
"BGC0000086","","",12,"lsd17",11,"","86-11;Malonyl-CoA","O=C(CC[C@H]([C@@H]([C@@H](C([C@@H]([C@H]([C@H](C/C(CC)=C/CC/C(CC)=C/C)C)O)CC)=O)C)O)C)C/C=C(C(CC(O)=O)=O)/C","86-12","","",""
"BGC0000086","","",13,"lsd17","TE","","86-12","C[C@@H]([C@@H]([C@@H](C([C@@H]([C@H]([C@H](C/C(CC)=C/CC/C(CC)=C/C)C)O)CC)=O)C)O)CCC1=C(C(O)=O)C(O)=C(C)C=C1","86-13","","",""
"BGC0000086","","",14,"lsd18","","","86-13","C[C@@H]([C@@H]([C@@H](C([C@@H]([C@H]([C@H](C[C@@](CC)(O1)[C@H]1CC[C@@](CC)(O2)[C@H]2C)C)O)CC)=O)C)O)CCC3=C(C(O)=O)C(O)=C(C)C=C3","86-14","","",""
"BGC0000086","","",15,"lsd19","","","86-14","C[C@@H]([C@@H]([C@@H](C([C@@H]([C@@H]1[C@H](C[C@]([C@H](O)CC[C@]2(CC)[C@H](O2)C)(CC)O1)C)CC)=O)C)O)CCC3=C(C(O)=O)C(O)=C(C)C=C3","86-15","","",""
"BGC0000086","","",16,"lsd19","","","86-15","C[C@@H]([C@@H]([C@@H](C([C@@H]([C@@H]1[C@H](C[C@]([C@H](O2)CC[C@@](CC)(O)[C@@H]2C)(CC)O1)C)CC)=O)C)O)CCC3=C(C(O)=O)C(O)=C(C)C=C3","86","","",""
"BGC0000087","Lasalocid","PKS (Unknown)",1,"lasAI",0,"","Malonyl-CoA","O=C(O)C","87-1","","10.1002/cbic.200800585",""
"BGC0000087","","",2,"lasAI",1,"","87-1;Ethylmalonyl-CoA","C/C=C(CC)/C(O)=O","87-2","","",""
"BGC0000087","","",3,"lasAI",2,"","87-2;Malonyl-CoA","C/C=C(CC)/CCC(O)=O","87-3","","",""
"BGC0000087","","",4,"lasAII",3,"","87-3;Ethylmalonyl-CoA","C/C=C(CC)/CC/C=C(CC)/C(O)=O","87-4","","",""
"BGC0000087","","",5,"lasAII",4,"","87-4;Methylmalonyl-CoA","C/C=C(CC)/CC/C=C(CC)/C[C@H](C)C(O)=O","87-5","","",""
"BGC0000087","","",6,"lasAII",5,"","87-5;Ethylmalonyl-CoA","C/C=C(CC)/CC/C=C(CC)/C[C@H](C)[C@H](O)[C@@H](CC)C(O)=O","87-6","","",""
"BGC0000087","","",7,"lasAIII",6,"","87-6;Methylmalonyl-CoA","C/C=C(CC)/CC/C=C(CC)/C[C@H](C)[C@H](O)[C@@H](CC)C([C@@H](C)C(O)=O)=O","87-7","","",""
"BGC0000087","","",8,"lasAIV",7,"","87-7;Methylmalonyl-CoA","C/C=C(CC)/CC/C=C(CC)/C[C@H](C)[C@H](O)[C@@H](CC)C([C@@H](C)[C@@H](O)[C@H](C)C(O)=O)=O","87-8","","",""
"BGC0000087","","",9,"lasAV",8,"","87-8;Malonyl-CoA","C/C=C(CC)/CC/C=C(CC)/C[C@H](C)[C@H](O)[C@@H](CC)C([C@@H](C)[C@@H](O)[C@H](C)CCC(O)=O)=O","87-9","","",""
"BGC0000087","","",10,"lasAV",9,"{'Inactive': ['KR']}","87-9;Malonyl-CoA","C/C=C(CC)/CC/C=C(CC)/C[C@H](C)[C@H](O)[C@@H](CC)C([C@@H](C)[C@@H](O)[C@H](C)CCC(CC(O)=O)=O)=O","87-10","","",""
"BGC0000087","","",11,"lasAVI",10,"","87-10;Methylmalonyl-CoA","O=C(CC[C@H]([C@@H]([C@@H](C([C@@H]([C@H]([C@H](C/C(CC)=C/CC/C(CC)=C/C)C)O)CC)=O)C)O)C)C/C=C(C(O)=O)/C","87-11","","",""
"BGC0000087","","",12,"lasAVII",11,"","87-11;Malonyl-CoA","O=C(CC[C@H]([C@@H]([C@@H](C([C@@H]([C@H]([C@H](C/C(CC)=C/CC/C(CC)=C/C)C)O)CC)=O)C)O)C)C/C=C(C(CC(O)=O)=O)/C","87-12","","",""
"BGC0000087","","",13,"lasAVII","TE","","87-12","C[C@@H]([C@@H]([C@@H](C([C@@H]([C@H]([C@H](C/C(CC)=C/CC/C(CC)=C/C)C)O)CC)=O)C)O)CCC1=C(C(O)=O)C(O)=C(C)C=C1","87-13","","",""
"BGC0000087","","",14,"lasC","","","87-13","C[C@@H]([C@@H]([C@@H](C([C@@H]([C@H]([C@H](C[C@@](CC)(O1)[C@H]1CC[C@@](CC)(O2)[C@H]2C)C)O)CC)=O)C)O)CCC3=C(C(O)=O)C(O)=C(C)C=C3","87-14","","",""
"BGC0000087","","",15,"lasB","","","87-14","C[C@@H]([C@@H]([C@@H](C([C@@H]([C@@H]1[C@H](C[C@]([C@H](O)CC[C@]2(CC)[C@H](O2)C)(CC)O1)C)CC)=O)C)O)CCC3=C(C(O)=O)C(O)=C(C)C=C3","87-15","","",""
"BGC0000087","","",16,"lasB","","","87-15","C[C@@H]([C@@H]([C@@H](C([C@@H]([C@@H]1[C@H](C[C@]([C@H](O2)CC[C@@](CC)(O)[C@@H]2C)(CC)O1)C)CC)=O)C)O)CCC3=C(C(O)=O)C(O)=C(C)C=C3","87","","",""
"BGC0000090","Macbecin;Macbecin II","PKS (Unknown)",1,"mbcAI",0,"","AHBA","NC1=CC(C(O)=O)=CC(O)=C1","90-1","","10.1039/C2NP00019A;10.1128/AEM.71.8.4862-4871.2005",""
"BGC0000090","","",2,"mbcAI",1,"","90-1;Methylmalonyl-CoA","NC1=CC(C[C@@H](C)C(O)=O)=CC(O)=C1","90-2","","",""
"BGC0000090","","",3,"mbcAI",2,"","90-2;Methoxymalonyl-ACP","NC1=CC(C[C@@H](C)CC(OC)C(O)=O)=CC(O)=C1","90-3","","",""
