"MIBiG entry","Compound name","Class","Order","Enzyme","Module","Nonlinearity","Substrate","Product","Product_ID","Quality","DOI","R_group"
"BGC0001814","Ulleungmycin","NRPS (Type I)",1,"Start","","","Tryptophan","O=C([C@H](CC1=CNC2=C1C=CC=C2)N)O","1814-1","","10.1021/acs.jnatprod.7b00660",""
"BGC0001814","","",2,"(ulm26, ulm24);ulmA",1,"","1814-1","O=C([C@H](CC1=CNC2=C1C=C(Cl)C=C2)N)O","1814-2","","",""
"BGC0001814","","",3,"ulmA",2,"","1814-2;D-Valine","O=C([C@H](CC1=CNC2=C1C=C(Cl)C=C2)N)N[C@H](C(C)C)C(N)=O","1814-3","","",""
"BGC0001814","","",4,"ulmA",3,"","1814-3;(D-Homoleucine/D-Leucine)","O=C([C@H](CC1=CNC2=C1C=C(Cl)C=C2)N)N[C@H](C(C)C)C(N[C@H]([R])C(O)=O)=O","1814-4","","","R=CCC(C)C/CC(C)C"
"BGC0001814","","",5,"ulmA",4,"","1814-4;L-allo-Isoleucine","O=C([C@H](CC1=CNC2=C1C=C(Cl)C=C2)N)N[C@H](C(C)C)C(N[C@H]([R])C(N[C@@H]([C@@H](CC)C)C(O)=O)=O)=O","1814-5","","","R=CCC(C)C/CC(C)C"
"BGC0001814","","",6,"ulmB",5,"","1814-5;L-Ornithine","O=C([C@H](CC1=CNC2=C1C=C(Cl)C=C2)N)N[C@H](C(C)C)C(N[C@H]([R])C(N[C@@H]([C@@H](CC)C)C(N[C@@H](CCCN)C(O)=O)=O)=O)=O","1814-6","","","R=CCC(C)C/CC(C)C"
"BGC0001814","","",7,"ulmB",6,"","1814-6;D-threo-β-OH-Asparagine","O=C([C@H](CC1=CNC2=C1C=C(Cl)C=C2)N)N[C@H](C(C)C)C(N[C@H]([R])C(N[C@@H]([C@@H](CC)C)C(N[C@@H](CCCN)C(N[C@H]([C@H](C(N)=O)O)C(O)=O)=O)=O)=O)=O","1814-7","","","R=CCC(C)C/CC(C)C"
"BGC0001814","","",8,"ulm7","TE","","1814-7","O=C([C@H](CC1=CNC2=C1C=C(Cl)C=C2)NC(C([C@H](C(N)=O)O)NC([C@H](CCCN)NC([C@H]([C@@H](CC)C)N3)=O)=O)=O)N[C@H](C(C)C)C(N[C@H]([R])C3=O)=O","1814-8","","","R=CCC(C)C/CC(C)C"
"BGC0001814","Ulleungmycin A","",9,"ulm7","TE","","1814-7","O=C([C@H](CC1=CNC2=C1C=C(Cl)C=C2)NC(C([C@H](C(N)=O)O)NC([C@H](CCCN)NC([C@H]([C@@H](CC)C)N3)=O)=O)=O)N[C@H](C(C)C)C(N[C@H](CCC(C)C)C3=O)=O","1814(1)","","","R=CCC(C)C"
"BGC0001814","Ulleungmycin B","",10,"ulm7","TE","","1814-7","O=C([C@H](CC1=CNC2=C1C=C(Cl)C=C2)NC(C([C@H](C(N)=O)O)NC([C@H](CCCN)NC([C@H]([C@@H](CC)C)N3)=O)=O)=O)N[C@H](C(C)C)C(N[C@H](CC(C)C)C3=O)=O","1814(2)","","","R=CC(C)C"
"BGC0001818","Vazabitide A","NRPS (Type I)",1,"Start","","","Glucose","N[C@@H](CCC(O)=O)C(O)=O","1818-1","","10.1038/nchembio.2181",""
"BGC0001818","","",2,"vzb22;vzb23","","","1818-1","O=C(O)[C@H](CCC(O)=O)NO","1818-2","","",""
"BGC0001818","","",3,"vzb25","","","1818-2","O=C(O)[C@H](CCC(OP(O)(O)=O)=O)NO","1818-3","","",""
"BGC0001818","","",4,"vzb24","","","1818-3","O=C(O)[C@H](CCC([H])=O)NO","1818-4","","",""
"BGC0001818","","",5,"vzb27, vzb28","","","1818-4","O=C(O)[C@H](CC[C@@H](O)C(CO)=O)NO","1818-5","","",""
"BGC0001818","","",6,"vzb29","","","1818-5","O=C(O)[C@H](CC[C@@H](O)[C@@H](CO)N)NO","1818-6","","",""
"BGC0001818","","",7,"vzb26","","","1818-6","N[C@@H](CC[C@@H](O)[C@@H](CO)N)C(O)=O","1818-7","","",""
"BGC0001818","","",8,"vzb7, vzb15, ?","","","1818-7","OC1CC(C(NC([C@@H](N)C(C)C)=O)C(O)=O)N2C1C2","1818","","",""
"BGC0001819","Venemycin","PKS (Unknown)",1,"vnz_RS02360, vnz_RS02365, vnz_RS02370, vnz_RS02310","","","Malonyl-CoA;Malonyl-CoA;Malonyl-CoA;Malonyl-CoA","O=C(C(C1=CC(O)=CC(O)=C1)=O)O","1819-1","","10.1002/cbic.201600396",""
"BGC0001819","","",2,"vnz_RS02375, vnz_RS02380","","","1819-1","OC(C1=CC(O)=CC(O)=C1)=O","1819-2","","",""
"BGC0001819","","",3,"vnz_RS02325",0,"","1819-2","OC(C1=CC(O)=CC(O)=C1)=O","1819-3","","",""
"BGC0001819","","",4,"vnz_RS02325",1,"","1819-3;Malonyl-CoA","O=C(C1=CC(O)=CC(O)=C1)CC(O)=O","1819-4","","",""
"BGC0001819","","",5,"vnz_RS02320",2,"","1819-4;Malonyl-CoA","O=C(C1=CC(O)=CC(O)=C1)CC(CC(O)=O)=O","1819-5","","",""
"BGC0001819","","",6,"vnz_RS02320","TE","","1819-5","OC1=CC(O)=CC(C2=CC(O)=CC(O2)=O)=C1","1819","","",""
"BGC0001823","Weishanmycin","NRPS (Type I);PKS (Unknown)",1,"?",1,"","Alanine","CC(N)C(O)=O","1823-1","","10.1002/anie.202414165",""
"BGC0001823","","",2,"wsmW",2,"","1823-1;Cysteine","C[C@@H](N)C1=NC(C(O)=O)=CS1","1823-2","","",""
"BGC0001823","","",3,"wsmG",3,"{'transAT': ['wsmF', 'Malonyl-CoA']}","1823-2","CCC/C(C(O)=O)=C/C1=CSC([C@H](N)C)=N1","1823-3","","",""
"BGC0001823","","",4,"wsmG;wsmR",4,"{'transAT': ['wsmJ', 'Malonyl-CoA']}","1823-3","OC(/C=C/C(CCC)=C\C1=CSC([C@H](N)C)=N1)=O","1823-4","","",""
"BGC0001823","","",5,"wsmR",5,"{'transAT': ['wsmJ', 'Malonyl-CoA']}","1823-4","C=C(/C=C/C(CCC)=C\C1=CSC([C@H](N)C)=N1)CC(O)=O","1823-5","","",""
"BGC0001823","","",6,"wsmR",6,"{'transAT': ['wsmJ', 'Malonyl-CoA']}","1823-5","OC(/C(C)=C/CC(/C=C/C(CCC)=C\C1=CSC([C@H](N)C)=N1)=C)=O","1823-6","","",""
"BGC0001823","","",7,"wsmR, wsmJ",7,"{'transAT': ['wsmJ', 'Malonyl-CoA']}","1823-6","O=C(CC/C(C)=C/CC(/C=C/C(CCC)=C\C1=CSC([C@H](N)C)=N1)=C)O","1823-7","","",""
"BGC0001823","","",8,"wsmR",8,"{'transAT': ['wsmJ', 'Malonyl-CoA']}","1823-7","C/C(CCC(SS)(CC(O)=O)CC(O)=O)=C\CC(/C=C/C(CCC)=C\C1=CSC([C@H](N)C)=N1)=C","1823-8","","",""
"BGC0001823","","",9,"wsmR, ?","TE","","1823-8","CCCC(/C=C/C(C[C@H]1S[C@](CC[C@@]1(O)C)(CC(O)=O)CC2=O)=C)=C/C3=CSC([C@H](N2)C)=N3","1823","","",""
"BGC0001823","","","","","","","","","","","",""
"BGC0001823","","","","","","","","","","","",""
"BGC0001823","","","","","","","","","","","",""
"BGC0001823","","","","","","","","","","","",""
"BGC0001823","","","","","","","","","","","",""
"BGC0001823","","","","","","","","","","","",""
"BGC0001823","","","","","","","","","","","",""
"BGC0001823","","","","","","","","","","","",""
"BGC0001823","","","","","","","","","","","",""
"BGC0001823","","","","","","","","","","","",""
"BGC0001828","Griseochelin","PKS (Unknown)",1,"zinA",1,"","Methylmalonyl-CoA","O=C(CC)O","1828-1","","10.3205/id000026",""
"BGC0001828","","",2,"zinA",2,"","1828-1;Methylmalonyl-CoA","CCCC(C(O)=O)C","1828-2","","",""
"BGC0001828","","",3,"zinB",3,"","1828-2;Methylmalonyl-CoA","CCCC(/C=C(C(O)=O)\C)C","1828-3","","",""
"BGC0001828","","",4,"zinB",4,"","1828-3;Methylmalonyl-CoA","CCCC(/C=C(C(O)C(C(O)=O)C)\C)C","1828-4","","",""
"BGC0001828","","",5,"zinB",5,"","1828-4","CCCC(/C=C(C(O)C(/C=C/C(O)=O)C)\C)C","1828-5","","",""
"BGC0001828","","",6,"zinC",6,"","1828-5","CCCC(/C=C(C(O)C(/C=C/CCC(O)=O)C)\C)C","1828-6","","",""
"BGC0001828","","",7,"zinD",7,"","1828-6;Methylmalonyl-CoA","CCCC(/C=C(C(O)C(/C=C/CCC(O)C(C(O)=O)C)C)\C)C","1828-7","","",""
"BGC0001828","","",8,"zinD",8,"","1828-7;Methylmalonyl-CoA","CCCC(/C=C(C(O)C(/C=C/CCC(O)C(C(O)C(C(O)=O)C)C)C)\C)C","1828-8","","",""
"BGC0001828","","",9,"zinE",9,"","1828-8;Methylmalonyl-CoA","CCCC(/C=C(C(O)C(/C=C/CCC(O)C(C(O)C(C(O)C(C)C(O)=O)C)C)C)\C)C","1828-9","","",""
"BGC0001828","","",10,"zinF",10,"","1828-9;Methylmalonyl-CoA","CCCC(/C=C(C(O)C(/C=C/CCC(O)C(C(O)C(C(O)C(C)C(O)C(C)C(O)=O)C)C)C)\C)C","1828-10","","",""
"BGC0001828","","",11,"zinF",11,"","1828-10","CCCC(/C=C(C(O)C(/C=C/CCC(O)C(C(O)C(C(O)C(C)C(O)C(C)CCC(O)=O)C)C)C)\C)C","1828-11","","",""
"BGC0001828","","",12,"zinG",12,"","1828-11;Methylmalonyl-CoA","CCCC(/C=C(C(O)C(/C=C/CCC(O)C(C(O)C(C(O)C(C)C(O)C(C)CCC(O)C(C(O)=O)C)C)C)C)\C)C","1828-12","","",""
"BGC0001828","","",13,"zinH","","","1828-12","CC(C(C(C(C(C(CC/C=C/C(C(/C(C)=C/C(CCC)C)O)C)O)C)O)C)O)C(O)C(C)CCC(C(C(O)=O)C)O","1828-13","","",""
"BGC0001828","","",14,"zinJ?","","","1828-13","CC(C(C(C(C(C(CC/C=C/C(C(/C(C)=C/C(CCC)C)O)C)O)C)O)C)O)C(OC(C(C(O)=O)C)CC1)C1C","1828","","",""
"BGC0001830","Rosamicin;Salinipyrone A;Pacificanone A","PKS (Unknown)",1,"spr7",1,"","Methylmalonyl-CoA","O=C(O)CC","1830-1","","10.1002/cbic.201500177",""
"BGC0001830","","",2,"spr7",2,"","1830-1;Methylmalonyl-CoA","O[C@@H]([C@@H](C)C(O)=O)CC","1830-2","","",""
"BGC0001830","","",3,"spr7",3,"","1830-2;Methylmalonyl-CoA","O[C@@H]([C@@H](C)/C=C(C)/C(O)=O)CC","1830-3","","",""
"BGC0001830","","",4,"spr8",4,"","1830-3;Malonyl-CoA","O[C@@H]([C@@H](C)/C=C(C)/C=C/C(O)=O)CC","1830-4","","",""
"BGC0001830","","",5,"spr9",5,"{'Inactive': ['KR']}","1830-4;Methylmalonyl-CoA","O[C@@H]([C@@H](C)/C=C(C)/C=C/C([C@H](C)C(O)=O)=O)CC","1830-5","","",""
"BGC0001830","","",6,"spr9",6,"","1830-5;Ethylmalonyl-CoA","O[C@@H]([C@@H](C)/C=C(C)/C=C/C([C@H](C)C[C@H](CC)C(O)=O)=O)CC","1830-6","","",""
"BGC0001830","","",7,"spr10",7,"","1830-6;Methylmalonyl-CoA","O[C@@H]([C@@H](C)/C=C(C)/C=C/C([C@H](C)C[C@H](CC)[C@H](O)[C@@H](C)C(O)=O)=O)CC","1830-7","","",""
"BGC0001830","","",8,"spr11",8,"","1830-7;Malonyl-CoA","O[C@@H]([C@@H](C)/C=C(C)/C=C/C([C@H](C)C[C@H](CC)[C@H](O)[C@@H](C)[C@H](O)CC(O)=O)=O)CC","1830-8","","",""
"BGC0001830","","",9,"spr11","TE","","1830-8","O=C1O[C@H](CC)[C@@H](C)/C=C(C)/C=C/C([C@H](C)C[C@H](CC)[C@H](O)[C@@H](C)[C@H](O)C1)=O","1830-9","","",""
"BGC0001830","","",10,"spr10",7,"{'Inactive': ['KR']}","1830-5;Methylmalonyl-CoA","O[C@@H]([C@@H](C)/C=C(C)/C=C/C([C@H](C)C([C@H](C(O)=O)C)=O)=O)CC","1830-10","","",""
"BGC0001830","","",11,"?","","","1830-10","O[C@@H]([C@@H](C)/C=C(C)/C=C/C([O-])=C(C)/C([C@H](C)C(O)=O)=O)CC","1830-11","","",""
"BGC0001830","Salinipyrone A","",12,"?","","","1830-11","O[C@@H]([C@@H](C)/C=C(C)/C=C/C(O1)=C(C)C(O)=C(C)C1=O)CC","1830(1)","","",""
"BGC0001830","","",13,"spr10",7,"{'Inactive': ['KR']}","1830-6;Methylmalonyl-CoA","O[C@@H]([C@@H](C)/C=C(C)/C=C/C([C@H](C)C[C@H](CC)C([C@@H](C)C(O)=O)=O)=O)CC","1830-12","","",""
"BGC0001830","","",14,"?","","","1830-12","O[C@@H]([C@@H](C)/C=C(C)/C=C/C([C@H](C)C[C@H](CC)C([C@@H](C)C(O)=O)=O)=O)CC","1830-13","","",""
"BGC0001830","","",15,"?","","","1830-13","O[C@@H]([C@@H](C)/C=C(C)/C=C/C([C@H](C)C[C@H](CC)C([C@@H](C)C(O)=O)=O)=O)CC","1830-14","","",""
"BGC0001830","Pacificanone A","",16,"?","","","1830-14","O[C@@H]([C@@H](C)/C=C(C)/C=C/[C@@]([C@@H]1C)(O)[C@H](C)C[C@H](CC)C1=O)CC","1830(2)","","",""
"BGC0001830","","",17,"Start","","","","O[C@@H]1O[C@H](C)C[C@H](N(C)C)[C@H]1O","1830-15","","",""
"BGC0001830","Rosamicin","",18,"?","","","1830-9;1830-15","O=C1O[C@H](CC)[C@@H](C)/C=C(C)/C=C/C([C@H](C)C[C@H](CC)[C@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](C)[C@H](O)C1)=O","1830(3)","","",""
"BGC0001840","Detoxin S1","NRPS (Type I);PKS (Unknown)",1,"ctg16_19","","","Isoleucine","N[C@@H]([C@@H](C)CC)C(O)=O","1840-1","","10.1002/chem.202402763",""
"BGC0001840","","",2,"ctg16_19","","","1840-1;Cysteine","O=C(O)[C@H]1N(C([C@@H](N)C(C)C)=O)CCC1","1840-2","","",""
"BGC0001840","","",3,"ctg16_19","","","1840-2;Malonyl-CoA","O[C@@H](CC(O)=O)[C@H]1N(C([C@@H](N)C(C)C)=O)CCC1","1840-3","","",""
"BGC0001840","","",4,"ctg16_20","","","","O=C(CCCCCC)N[C@H](C(O)=O)CC1=CC=CC=C1","1840-4","","",""
"BGC0001840","","",5,"?","","","1840-3;1840-4","O=C(CCCCCC)N[C@H](C(O[C@@H](CC(O)=O)[C@H]1N(C([C@@H](N)C(C)C)=O)CCC1)=O)CC2=CC=CC=C2","1840","","",""
"BGC0001846","Valinomycin;Montanastatin","saccharide (hybrid/tailoring);NRPS (Type I)",1,"STAN_6722",1,"","α-Ketoisovalerate","O[C@@H](C(O)=O)C(C)C","1846-1","","10.1002/slct.201900922",""
"BGC0001846","","",2,"STAN_6722",2,"","1846-1;L-Valine","O[C@@H](C(N[C@@H](C(O)=O)C(C)C)=O)C(C)C","1846-2","","",""
"BGC0001846","","",3,"STAN_6722;STAN_6721",3,"","1846-2;Pyruvate","O[C@@H](C(N[C@@H](C(O[C@H](C(O)=O)C)=O)C(C)C)=O)C(C)C","1846-3","","",""
"BGC0001846","","",4,"STAN_6721",4,"","1846-3;L-Valine","O[C@@H](C(N[C@@H](C(O[C@H](C(N[C@H](C(O)=O)C(C)C)=O)C)=O)C(C)C)=O)C(C)C","1846-4","","",""
"BGC0001846","","",5,"STAN_6721","TE","","1846-4","O[C@@H](C(N[C@@H](C(O[C@H](C(N[C@H](C(O)=O)C(C)C)=O)C)=O)C(C)C)=O)C(C)C","1846-5","","",""
"BGC0001846","Valinomycin","",6,"?","","","1846-5;1846-5;1846-5","O=C1[C@H](NC([C@H](OC([C@@H](NC([C@@H](OC([C@H](NC([C@H](OC([C@@H](NC([C@@H](OC([C@H](NC([C@H](OC([C@@H](NC([C@@H](O1)C(C)C)=O)C(C)C)=O)C)=O)C(C)C)=O)C(C)C)=O)C(C)C)=O)C)=O)C(C)C)=O)C(C)C)=O)C(C)C)=O)C)=O)C(C)C","1846(1)","","",""
"BGC0001846","Montanastatin","",7,"?","","","1846-5;1846-5","O=C(N[C@@H](C(C)C)C1=O)[C@H](C)OC([C@@H](C(C)C)CC([C@@H](C(C)C)OC([C@H](C(C)C)NC([C@@H](OC([C@@H](C(C)C)NC([C@H](O1)C(C)C)=O)=O)C)=O)=O)=O)=O","1846(2)","","",""
"BGC0001853","Largimycin A1;Largimycin A2;Largimycin A3","NRPS (Type I);PKS (Type I)",1,"ctg3_15",1,"","Threonine","C[C@@H](O)[C@H](N)C(O)=O","1853-1","","10.1021/acschembio.0c00160",""
"BGC0001853","","",2,"ctg3_16","","","1853-1","O[C@H](CCl)[C@H](N)C(O)=O","1853-2","","",""
"BGC0001853","","",3,"ctg3_17;ctg3_18",2,"","1853-2","O[C@H](CCl)[C@H](N)C(O)=O","1853-3","","",""
"BGC0001853","","",4,"ctg3_18",2,"","1853-3;Cysteine","O=C(C1=COC([C@@H](N)C(O)CCl)=N1)O","1853-4","","",""
"BGC0001853","","",5,"ctg3_18","3a","","1853-4","O=C(C1=COC([C@@H](N)C(O)CCl)=N1)O","1853-5","","",""
"BGC0001853","","",6,"ctg3_18","3b","{'transAT': ['ctg3_13', 'Malonyl-CoA']}","1853-5","N[C@@H](C(O)CCl)C1=NC(/C=C\C(O)=O)=CO1","1853-6","","",""
"BGC0001853","","",7,"ctg3_18;ctg3_19",4,"{'transAT': ['ctg3_13', 'Malonyl-CoA']}","1853-6","N[C@@H](C(O)CCl)C1=NC(/C=C\C=C\C(O)=O)=CO1","1853-7","","",""
"BGC0001853","","",8,"ctg3_19, (ctg3_23, ctg3_24, ctg3_12, ctg3_13, ctg3_11)",5,"{'transAT': ['ctg3_13', 'Malonyl-CoA']}","1853-7","N[C@@H](C(O)CCl)C1=NC(/C=C\C=C\C(CC(O)=O)=C)=CO1","1853-8","","",""
"BGC0001853","","",9,"ctg3_19",6,"{'transAT': ['ctg3_13', 'Malonyl-CoA']}","1853-8","N[C@@H](C(O)CCl)C1=NC(/C=C\C=C\C(C/C=C(C)/C(O)=O)=C)=CO1","1853-9","","",""
"BGC0001853","","",10,"ctg3_19",7,"{'transAT': ['ctg3_13', 'Malonyl-CoA']}","1853-9","N[C@@H](C(O)CCl)C1=NC(/C=C\C=C\C(C/C=C(C)/CCC(O)=O)=C)=CO1","1853-10","","",""
"BGC0001853","","",11,"ctg3_19, (ctg3_20, ctg3_21, ctg3_22, ctg3_12)",8,"{'transAT': ['ctg3_13', 'Malonyl-CoA'], 'Inactive': ['ACP2']}","1853-10","N[C@@H](C(O)CCl)C1=NC(/C=C\C=C\C(C/C=C(C)/CCC([C@H](C(O)=O)C)(S)CC(O)=O)=C)=CO1","1853-11","","",""
"BGC0001853","","",12,"ctg3_30","","","1853-11","OC(CCl)/C(C1=NC(/C=C\C=C\C(C/C=C(C)/CCC([C@H](C(O)=O)C)(S)CC(O)=O)=C)=CO1)=N/O","1853-12","","",""
"BGC0001853","","",13,"ctg3_19","TE","","1853-12","C/C(CC[C@](S)([C@H](C(O)=O)C)CC1=O)=C\CC(/C=C/C=C\C2=COC(/C([C@H](O)CCl)=N\O1)=N2)=C","1853-13","","",""
"BGC0001853","","",14,"?","","","1853-13","C/C(CC[C@](S)([C@@]1(OC1)C(O)=O)CC2=O)=C\CC(/C=C/C=C\C3=COC(/C([C@H](O)CCl)=N\O2)=N3)=C","1853-14","","",""
"BGC0001853","","",15,"?","","","1853-14","C=C(/C=C/C=C\C1=COC(/C([C@H](O)CCl)=N\O2)=N1)C/C=C3[C@H](CC4)[S+]/3[C@@]4([C@@]5(OC5)C(O)=O)CC2=O","1853-15","","",""
"BGC0001853","","",16,"?","","","1853-15;Mycothiol","C=C(/C=C/C=C\C1=COC(/C([C@H](O)CCl)=N\O2)=N1)C/C=C3[C@](C)(SC[C@H](C(O)=O)NC(C)=O)CC[C@@]([C@@]4(OC4)C(O)=O)(S/3)CC2=O","1853-16","","",""
"BGC0001853","Largimycin A1","",17,"?","","","1853-16;Mycothiol","C=C(/C=C/C=C\C1=COC(/C([C@H](O)CSC[C@@H](NC(C)=O)C(O)=O)=N\O2)=N1)C/C=C3[C@](C)(SC[C@H](C(O)=O)NC(C)=O)CC[C@@]([C@@]4(OC4)C(O)=O)(S/3)CC2=O","1853(1)","","",""
"BGC0001853","","",18,"?","","","1853-15;Mycothiol","C=C(/C=C/C=C\C1=COC(/C([C@H](O)CCl)=N\O2)=N1)C[C@@H](SC[C@H](C(O)=O)NC(C)=O)[C@@](CC3)(C)S[C@@]3([C@@]4(OC4)C(O)=O)CC2=O","1853-17","","",""
"BGC0001853","Largimycin A2","",19,"?","","","1853-17","C=C(/C=C/C=C\C1=COC(/C([C@@H]2OC2)=N\O3)=N1)C[C@@H](SC[C@H](C(O)=O)NC(C)=O)[C@@](CC4)(C)S[C@@]4([C@@]5(OC5)C(O)=O)CC3=O","1853(2)","","",""
"BGC0001853","Largimycin A3","",20,"?","","","1853-15","C=C(/C=C/C=C\C1=COC(/C([C@H](O)CCl)=N\O2)=N1)/C=C/[C@@](CC3)(C)S[C@@]3([C@@]4(OC4)C(O)=O)CC2=O","1853(3)","","",""
"BGC0001856","Caniferolide A;Caniferolide B;Caniferolide C;Caniferolide D","PKS (Type I)",1,"scaP1",0,"","Methylmalonyl-CoA","O=C(CC)O","1856-1","","10.1039/C8OB03115K",""
"BGC0001856","","",2,"scaP1",1,"","1856-1;Methylmalonyl-CoA","O[C@@H](CC)[C@H](C)C(O)=O","1856-2","","",""
"BGC0001856","","",3,"scaP1",2,"","1856-2;Methylmalonyl-CoA","O[C@@H](CC)[C@H](C)[C@H](O)[C@@H](C)C(O)=O","1856-3","","",""
"BGC0001856","","",4,"scaP2",3,"","1856-3;Methylmalonyl-CoA","O[C@@H](CC)[C@H](C)[C@H](O)[C@@H](C)[C@H](O)[C@H](C)C(O)=O","1856-4","","",""
"BGC0001856","","",5,"scaP2",4,"","1856-4;Methylmalonyl-CoA","O[C@@H](CC)[C@H](C)[C@H](O)[C@@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)C(O)=O","1856-5","","",""
"BGC0001856","","",6,"scaP2",5,"","1856-5;Malonyl-CoA","O[C@@H](CC)[C@H](C)[C@H](O)[C@@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/C(O)=O","1856-6","","",""
"BGC0001856","","",7,"scaP3",6,"{'Inactive': ['DH']}","1856-6;Malonyl-CoA","O[C@@H](CC)[C@H](C)[C@H](O)[C@@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/[C@@H](O)CC(O)=O","1856-7","","",""
"BGC0001856","","",8,"scaP3",7,"","1856-7;Malonyl-CoA","O[C@@H](CC)[C@H](C)[C@H](O)[C@@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/[C@@H](O)CCCC(O)=O","1856-8","","",""
"BGC0001856","","",9,"scaP4",8,"","1856-8;Malonyl-CoA","O[C@@H](CC)[C@H](C)[C@H](O)[C@@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/[C@@H](O)CCC[C@@H](O)CC(O)=O","1856-9","","",""
"BGC0001856","","",10,"scaP4",9,"","1856-9;Malonyl-CoA","O[C@@H](CC)[C@H](C)[C@H](O)[C@@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/[C@@H](O)CCC[C@@H](O)CCCC(O)=O","1856-10","","",""
"BGC0001856","","",11,"scaP4",10,"","1856-10;Malonyl-CoA","O[C@@H](CC)[C@H](C)[C@H](O)[C@@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/[C@@H](O)CCC[C@@H](O)CCC[C@H](O)CC(O)=O","1856-11","","",""
"BGC0001856","","",12,"scaP5",11,"","1856-11;Malonyl-CoA","O[C@@H](CC)[C@H](C)[C@H](O)[C@@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/[C@@H](O)CCC[C@@H](O)CCC[C@H](O)C[C@@H](O)CC(O)=O","1856-12","","",""
"BGC0001856","","",13,"scaP5",12,"","1856-12;Malonyl-CoA","O[C@@H](CC)[C@H](C)[C@H](O)[C@@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/[C@@H](O)CCC[C@@H](O)CCC[C@H](O)C[C@@H](O)C[C@H](O)CC(O)=O","1856-13","","",""
"BGC0001856","","",14,"scaP5",13,"{'Inactive': ['DH']}","1856-13;Malonyl-CoA","O[C@@H](CC)[C@H](C)[C@H](O)[C@@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/[C@@H](O)CCC[C@@H](O)CCC[C@H](O)C[C@@H](O)C[C@H](O)CC(CC(O)=O)=O","1856-14","","",""
"BGC0001856","","",15,"scaP5",14,"","1856-14;Methylmalonyl-CoA","O[C@@H](CC)[C@H](C)[C@H](O)[C@@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/[C@@H](O)CCC[C@@H](O)CCC[C@H](O)C[C@@H](O)C[C@H](O)CC(C[C@@H](O)[C@@H](C(O)=O)C)=O","1856-15","","",""
"BGC0001856","","",16,"scaP5",15,"","1856-15;Malonyl-CoA","O[C@@H](CC)[C@H](C)[C@H](O)[C@@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/[C@@H](O)CCC[C@@H](O)CCC[C@H](O)C[C@@H](O)C[C@H](O)CC(C[C@@H](O)[C@@H](CCC(O)=O)C)=O","1856-16","","",""
"BGC0001856","","",17,"scaP6",16,"","1856-16;Malonyl-CoA","O[C@@H](CC)[C@H](C)[C@H](O)[C@@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/[C@@H](O)CCC[C@@H](O)CCC[C@H](O)C[C@@H](O)C[C@H](O)CC(C[C@@H](O)[C@@H](CC[C@H](O)CC(O)=O)C)=O","1856-17","","",""
"BGC0001856","","",18,"scaP6",17,"","1856-17;Malonyl-CoA","O[C@@H](CC)[C@H](C)[C@H](O)[C@@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/[C@@H](O)CCC[C@@H](O)CCC[C@H](O)C[C@@H](O)C[C@H](O)CC(C[C@@H](O)[C@@H](CC[C@H](O)CCCC(O)=O)C)=O","1856-18","","",""
"BGC0001856","","",19,"scaP6",18,"","1856-18;Malonyl-CoA","O[C@@H](CC)[C@H](C)[C@H](O)[C@@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/[C@@H](O)CCC[C@@H](O)CCC[C@H](O)C[C@@H](O)C[C@H](O)CC(C[C@@H](O)[C@@H](CC[C@H](O)CCC[C@@H](O)CC(O)=O)C)=O","1856-19","","",""
"BGC0001856","","",20,"scaP7",19,"","1856-19;Methylmalonyl-CoA","O[C@@H](CC)[C@H](C)[C@H](O)[C@@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C/[C@@H](O)CCC[C@@H](O)CCC[C@H](O)C[C@@H](O)C[C@H](O)CC(C[C@@H](O)[C@@H](CC[C@H](O)CCC[C@@H](O)C[C@@H](O)[C@H](C(O)=O)C)C)=O","1856-20","","",""
